TodayBalance,YesBalance,buy,date,name,Return,sell
178641161000,178511229000,7944326000,2013-05-15,MarginPurchaseMoney,80073000,7734321000
10738040,10745133,402140,2013-05-15,MarginPurchase,8017,401216
388568,376581,32520,2013-05-16,ShortSale,6909,51416
179082123000,178641002000,11988192000,2013-05-16,MarginPurchaseMoney,82907000,11464164000
10792736,10738038,679649,2013-05-16,MarginPurchase,6292,618659
179629361000,179082123000,9528030000,2013-05-17,MarginPurchaseMoney,131212000,8849580000
10794572,10792736,497699,2013-05-17,MarginPurchase,8066,487798
381259,388568,32436,2013-05-17,ShortSale,1013,26140
10815681,10794572,436435,2013-05-20,MarginPurchase,8379,406947
389925,381259,17933,2013-05-20,ShortSale,533,27132
180173002000,179629367000,7631552000,2013-05-20,MarginPurchaseMoney,118412000,6969505000
391875,389925,26951,2013-05-21,ShortSale,1544,30445
10847736,10815315,583767,2013-05-21,MarginPurchase,6712,544634
181183283000,180170149000,9905637000,2013-05-21,MarginPurchaseMoney,99424000,8793079000
181714421000,181183058000,9571547000,2013-05-22,MarginPurchaseMoney,95587000,8944597000
408149,391875,22943,2013-05-22,ShortSale,444,39661
10892946,10847735,645424,2013-05-22,MarginPurchase,5891,594322
183028249000,181714385000,10374708000,2013-05-23,MarginPurchaseMoney,91990000,8968854000
10982123,10892945,683835,2013-05-23,MarginPurchase,5311,589346
373357,408149,61974,2013-05-23,ShortSale,1317,28499
10965724,10982123,439792,2013-05-24,MarginPurchase,6208,449984
367271,373307,34682,2013-05-24,ShortSale,743,29389
182977592000,183028249000,7733657000,2013-05-24,MarginPurchaseMoney,88485000,7695829000
384017,367271,16693,2013-05-27,ShortSale,487,33926
183783127000,182977449000,6094794000,2013-05-27,MarginPurchaseMoney,94419000,5194697000
11001796,10965715,395408,2013-05-27,MarginPurchase,6758,352569
184182041000,183783127000,6659866000,2013-05-28,MarginPurchaseMoney,158084000,6102868000
395989,384017,17967,2013-05-28,ShortSale,307,30246
11012701,11001796,406748,2013-05-28,MarginPurchase,9037,386806
184851380000,184182069000,8789342000,2013-05-29,MarginPurchaseMoney,78646000,8041385000
11030771,11012700,522795,2013-05-29,MarginPurchase,5186,499538
410023,395989,23492,2013-05-29,ShortSale,519,38045
185985181000,184851333000,8044142000,2013-05-30,MarginPurchaseMoney,88799000,6821495000
11085137,11030784,477016,2013-05-30,MarginPurchase,4990,417673
397628,410021,35375,2013-05-30,ShortSale,3035,26017
378294,397628,30861,2013-05-31,ShortSale,18226,29753
187066390000,185988211000,9084635000,2013-05-31,MarginPurchaseMoney,130024000,7876432000
11140981,11085364,553622,2013-05-31,MarginPurchase,11387,486618
11195732,11140980,412929,2013-06-03,MarginPurchase,3409,354768
188120889000,187066386000,7377907000,2013-06-03,MarginPurchaseMoney,70985000,6252419000
379229,378294,28639,2013-06-03,ShortSale,905,30479
11218348,11195732,431803,2013-06-04,MarginPurchase,3131,406056
188298223000,188120699000,7287469000,2013-06-04,MarginPurchaseMoney,53308000,7056637000
382359,379229,25643,2013-06-04,ShortSale,562,29335
188989856000,188298223000,8074187000,2013-06-05,MarginPurchaseMoney,72384000,7310170000
11261183,11218348,455039,2013-06-05,MarginPurchase,4129,408075
381248,382359,33387,2013-06-05,ShortSale,1236,33512
371641,381234,41551,2013-06-06,ShortSale,652,32610
189895075000,188989377000,7444457000,2013-06-06,MarginPurchaseMoney,100577000,6438181000
11288273,11261172,432468,2013-06-06,MarginPurchase,5371,399996
189017326000,189894997000,8172571000,2013-06-07,MarginPurchaseMoney,130821000,8919421000
11268560,11288273,492608,2013-06-07,MarginPurchase,8246,504076
360430,371641,44904,2013-06-07,ShortSale,905,34598
368207,360430,25146,2013-06-10,ShortSale,462,33385
11283563,11268562,327637,2013-06-10,MarginPurchase,3666,308970
189273750000,189017473000,6336643000,2013-06-10,MarginPurchaseMoney,70948000,6009418000
368893,368207,24876,2013-06-11,ShortSale,558,26120
11275340,11283562,317593,2013-06-11,MarginPurchase,6557,319258
189324356000,189273702000,5658691000,2013-06-11,MarginPurchaseMoney,100241000,5507796000
189409786000,189324346000,6820839000,2013-06-13,MarginPurchaseMoney,139599000,6595800000
349987,368888,47451,2013-06-13,ShortSale,709,29259
11273816,11275340,355070,2013-06-13,MarginPurchase,6621,349973
188846643000,189409798000,5947761000,2013-06-14,MarginPurchaseMoney,158212000,6352704000
341374,349987,37104,2013-06-14,ShortSale,2944,31435
11258699,11273816,354459,2013-06-14,MarginPurchase,9375,360200
189308956000,188846474000,4844146000,2013-06-17,MarginPurchaseMoney,129873000,4251791000
344964,341374,23744,2013-06-17,ShortSale,5676,33010
11278992,11258699,257113,2013-06-17,MarginPurchase,7914,228907
340265,344964,25517,2013-06-18,ShortSale,8113,28931
189674165000,189308623000,5062967000,2013-06-18,MarginPurchaseMoney,117032000,4580393000
11297732,11278984,284784,2013-06-18,MarginPurchase,7528,258508
347933,340265,23337,2013-06-19,ShortSale,5243,36248
190091755000,189673993000,5894287000,2013-06-19,MarginPurchaseMoney,122137000,5354388000
11314172,11297732,320331,2013-06-19,MarginPurchase,5792,298099
11333572,11314171,357926,2013-06-20,MarginPurchase,5080,333445
190473113000,190091735000,6689726000,2013-06-20,MarginPurchaseMoney,87153000,6221195000
353728,347863,44336,2013-06-20,ShortSale,2924,53125
308833,353728,76713,2013-06-21,ShortSale,2975,34793
191470584000,190472972000,8068360000,2013-06-21,MarginPurchaseMoney,213811000,6856937000
11373183,11333572,419153,2013-06-21,MarginPurchase,9381,370161
11418739,11373170,341894,2013-06-24,MarginPurchase,4309,292016
306492,308830,30627,2013-06-24,ShortSale,5383,33672
192547507000,191470147000,6604658000,2013-06-24,MarginPurchaseMoney,103648000,5423650000
284146,306492,57548,2013-06-25,ShortSale,5973,41175
191626703000,192547387000,6556428000,2013-06-25,MarginPurchaseMoney,193203000,7283909000
11390363,11418739,360634,2013-06-25,MarginPurchase,7319,381690
191376335000,191626295000,6267230000,2013-06-26,MarginPurchaseMoney,155337000,6361853000
11411465,11390363,352218,2013-06-26,MarginPurchase,5317,325799
303798,284146,27093,2013-06-26,ShortSale,5102,51846
314470,303788,34087,2013-06-27,ShortSale,3971,48740
11445050,11411455,417481,2013-06-27,MarginPurchase,4090,379796
191513151000,191376411000,6917099000,2013-06-27,MarginPurchaseMoney,97466000,6682893000
11397682,11445051,306452,2013-06-28,MarginPurchase,7893,345927
190651668000,191513122000,5780559000,2013-06-28,MarginPurchaseMoney,140096000,6501917000
320282,314450,29743,2013-06-28,ShortSale,2946,38521
317908,320282,41811,2013-07-01,ShortSale,3589,43026
191055145000,190651668000,6486379000,2013-07-01,MarginPurchaseMoney,105414000,5977488000
11438854,11397682,386566,2013-07-01,MarginPurchase,7543,337851
191510102000,191055144000,6547198000,2013-07-02,MarginPurchaseMoney,101264000,5990976000
307349,317908,36906,2013-07-02,ShortSale,2242,28589
11446414,11438854,363745,2013-07-02,MarginPurchase,3827,352358
191418302000,191509982000,6250263000,2013-07-03,MarginPurchaseMoney,136387000,6205556000
326775,307349,39422,2013-07-03,ShortSale,1947,60795
11416887,11446414,317616,2013-07-03,MarginPurchase,7354,339789
11388472,11416887,282839,2013-07-04,MarginPurchase,4746,306508
191928650000,191418060000,6460484000,2013-07-04,MarginPurchaseMoney,202219000,5747675000
337930,326775,36340,2013-07-04,ShortSale,1621,49116
349920,337930,36533,2013-07-05,ShortSale,1879,50402
11349242,11388470,272536,2013-07-05,MarginPurchase,10630,301134
190912103000,191927963000,5599471000,2013-07-05,MarginPurchaseMoney,264849000,6350482000
359128,349920,33447,2013-07-08,ShortSale,2180,44835
11350637,11349227,283171,2013-07-08,MarginPurchase,4689,277072
191030010000,190911290000,6308803000,2013-07-08,MarginPurchaseMoney,246606000,5943477000
370651,359128,31363,2013-07-09,ShortSale,2472,45358
11345558,11350637,249348,2013-07-09,MarginPurchase,7061,247367
190722433000,191028597000,5525142000,2013-07-09,MarginPurchaseMoney,265088000,5566218000
359278,370651,43363,2013-07-10,ShortSale,5049,37039
11337718,11345557,354482,2013-07-10,MarginPurchase,9109,353212
190135322000,190721185000,6907376000,2013-07-10,MarginPurchaseMoney,155858000,7337381000
359088,359278,38691,2013-07-11,ShortSale,2228,40730
188532244000,190133410000,7728524000,2013-07-11,MarginPurchaseMoney,133520000,9196170000
11327681,11337717,410639,2013-07-11,MarginPurchase,6855,413820
187871927000,188532247000,6425972000,2013-07-12,MarginPurchaseMoney,144392000,6941900000
11315477,11327676,350478,2013-07-12,MarginPurchase,10851,351826
356982,359088,31162,2013-07-12,ShortSale,2561,31617
187130403000,187871659000,6417820000,2013-07-15,MarginPurchaseMoney,111962000,7047114000
11287061,11315477,345709,2013-07-15,MarginPurchase,8904,365221
344865,356982,33368,2013-07-15,ShortSale,3405,24656
11282447,11287060,390665,2013-07-16,MarginPurchase,8738,386540
337983,344865,24976,2013-07-16,ShortSale,11304,29398
187367190000,187130247000,7128113000,2013-07-16,MarginPurchaseMoney,125048000,6766122000
11293729,11282447,446248,2013-07-17,MarginPurchase,8856,426110
338558,337983,30797,2013-07-17,ShortSale,14683,46055
187858005000,187367039000,7553848000,2013-07-17,MarginPurchaseMoney,206751000,6856131000
367285,338558,38140,2013-07-18,ShortSale,6047,72914
11272695,11293729,412298,2013-07-18,MarginPurchase,7773,425559
187152261000,187858000000,7086162000,2013-07-18,MarginPurchaseMoney,167579000,7624322000
186048927000,187151691000,7106363000,2013-07-19,MarginPurchaseMoney,296114000,7913013000
332399,367285,78266,2013-07-19,ShortSale,3442,46822
11248727,11272695,367675,2013-07-19,MarginPurchase,7682,383961
11266083,11248260,305466,2013-07-22,MarginPurchase,7299,280344
338465,332390,30160,2013-07-22,ShortSale,2645,38880
186367929000,186046751000,5908358000,2013-07-22,MarginPurchaseMoney,235334000,5351846000
341834,338462,30830,2013-07-23,ShortSale,4299,38501
11252336,11266162,390427,2013-07-23,MarginPurchase,5128,399125
186324899000,186367766000,7653755000,2013-07-23,MarginPurchaseMoney,128187000,7568435000
347989,341834,25778,2013-07-24,ShortSale,3542,35475
187562329000,186324958000,8041919000,2013-07-24,MarginPurchaseMoney,157934000,6646614000
11297206,11252337,396412,2013-07-24,MarginPurchase,8020,343523
11309308,11297206,376109,2013-07-25,MarginPurchase,9450,354558
351859,347989,29356,2013-07-25,ShortSale,3347,36573
187671840000,187562302000,7594934000,2013-07-25,MarginPurchaseMoney,200342000,7285054000
187304663000,187671888000,6363968000,2013-07-26,MarginPurchaseMoney,189469000,6541724000
348355,351859,27679,2013-07-26,ShortSale,3263,27438
11283310,11309308,317442,2013-07-26,MarginPurchase,10545,332895
11267369,11283310,287256,2013-07-29,MarginPurchase,4909,298288
339144,348105,27520,2013-07-29,ShortSale,4898,23457
186874297000,187303461000,5715760000,2013-07-29,MarginPurchaseMoney,107587000,6037337000
11265875,11267369,273359,2013-07-30,MarginPurchase,6753,268100
186867813000,186874210000,5560735000,2013-07-30,MarginPurchaseMoney,135532000,5431600000
351370,339144,20031,2013-07-30,ShortSale,3067,35324
361283,351370,29407,2013-07-31,ShortSale,3913,43233
11239068,11265860,337215,2013-07-31,MarginPurchase,9318,354689
185999551000,186867134000,6743813000,2013-07-31,MarginPurchaseMoney,374104000,7237292000
11253437,11242671,355372,2013-08-01,MarginPurchase,8200,336406
186201424000,186062619000,6838178000,2013-08-01,MarginPurchaseMoney,379298000,6320075000
358583,361468,43132,2013-08-01,ShortSale,3192,43439
11251457,11253437,415222,2013-08-02,MarginPurchase,11317,405885
185572577000,186199731000,7489676000,2013-08-02,MarginPurchaseMoney,344816000,7772014000
369166,358583,41925,2013-08-02,ShortSale,1981,54489
11238806,11251457,333450,2013-08-05,MarginPurchase,10532,335569
362133,369158,40225,2013-08-05,ShortSale,6699,39899
185584359000,185571482000,6466716000,2013-08-05,MarginPurchaseMoney,175882000,6277957000
363663,362133,37442,2013-08-06,ShortSale,2390,41362
186252690000,185584905000,7072263000,2013-08-06,MarginPurchaseMoney,201581000,6202897000
11257170,11238806,342994,2013-08-06,MarginPurchase,13383,311248
362823,363660,36860,2013-08-07,ShortSale,4968,40991
185938162000,186132042000,6391266000,2013-08-07,MarginPurchaseMoney,179887000,6405259000
11228868,11248648,325639,2013-08-07,MarginPurchase,8378,337041
11278465,11228867,312876,2013-08-08,MarginPurchase,8905,254373
186932631000,185933847000,6624362000,2013-08-08,MarginPurchaseMoney,228786000,5396792000
378539,362823,34774,2013-08-08,ShortSale,2567,53057
11282927,11278467,335072,2013-08-09,MarginPurchase,8865,321747
187330035000,186940572000,6771324000,2013-08-09,MarginPurchaseMoney,172043000,6209818000
374250,378495,40913,2013-08-09,ShortSale,2428,39096
384104,374291,25128,2013-08-12,ShortSale,2133,37074
11261267,11282945,284104,2013-08-12,MarginPurchase,7726,298056
186887116000,187330151000,5766024000,2013-08-12,MarginPurchaseMoney,153261000,6055798000
396092,384104,27072,2013-08-13,ShortSale,1442,40502
186303608000,186886938000,6824983000,2013-08-13,MarginPurchaseMoney,129276000,7279037000
11244923,11261267,319362,2013-08-13,MarginPurchase,7366,328340
186545150000,186303023000,7130935000,2013-08-14,MarginPurchaseMoney,199906000,6688902000
389617,396092,34788,2013-08-14,ShortSale,4408,32721
11256537,11244923,358291,2013-08-14,MarginPurchase,12049,334628
186740137000,186545979000,6891851000,2013-08-15,MarginPurchaseMoney,256924000,6440769000
395830,389617,30117,2013-08-15,ShortSale,1355,37685
11254445,11256537,363715,2013-08-15,MarginPurchase,12627,353180
405178,395830,23148,2013-08-16,ShortSale,2608,35104
186600744000,186740151000,6425508000,2013-08-16,MarginPurchaseMoney,245102000,6319813000
11253924,11254445,343303,2013-08-16,MarginPurchase,16844,326980
409410,405178,23670,2013-08-19,ShortSale,3407,31309
187184083000,186722511000,6514631000,2013-08-19,MarginPurchaseMoney,168276000,5884783000
11277974,11261424,323699,2013-08-19,MarginPurchase,8854,298295
11239331,11277970,352699,2013-08-20,MarginPurchase,11345,379993
402874,409410,40531,2013-08-20,ShortSale,2059,36054
186588731000,187184024000,7537038000,2013-08-20,MarginPurchaseMoney,165084000,7967247000
11265943,11239319,317676,2013-08-22,MarginPurchase,9745,281307
404395,402874,40265,2013-08-22,ShortSale,3716,45502
187502668000,186588229000,6658710000,2013-08-22,MarginPurchaseMoney,185537000,5558734000
416049,404395,21854,2013-08-23,ShortSale,3061,36569
11255236,11265943,339727,2013-08-23,MarginPurchase,13359,337075
187264342000,187502436000,6417232000,2013-08-23,MarginPurchaseMoney,217664000,6437662000
11252922,11255235,297062,2013-08-26,MarginPurchase,6632,292743
187358298000,187263485000,5814260000,2013-08-26,MarginPurchaseMoney,128925000,5590522000
419745,416042,21426,2013-08-26,ShortSale,3621,28750
187012337000,187358155000,6630752000,2013-08-27,MarginPurchaseMoney,127762000,6848808000
11209586,11252912,331407,2013-08-27,MarginPurchase,6255,368478
416510,419745,32335,2013-08-27,ShortSale,2365,31465
389277,416478,51231,2013-08-28,ShortSale,10297,34327
186564611000,186998987000,5096264000,2013-08-28,MarginPurchaseMoney,266629000,5264011000
11193454,11207954,267376,2013-08-28,MarginPurchase,11158,270718
400569,389277,28416,2013-08-29,ShortSale,1115,40823
11197344,11195081,302211,2013-08-29,MarginPurchase,8236,291712
186608123000,186577008000,6043878000,2013-08-29,MarginPurchaseMoney,160602000,5852161000
186678537000,186608098000,6797679000,2013-08-30,MarginPurchaseMoney,131282000,6595958000
405781,400569,27461,2013-08-30,ShortSale,2194,34867
11190595,11196904,348557,2013-08-30,MarginPurchase,6640,348226
186712151000,186386743000,7628909000,2013-09-02,MarginPurchaseMoney,168182000,7135319000
11135789,11132870,368550,2013-09-02,MarginPurchase,8079,357552
406608,405781,26098,2013-09-02,ShortSale,2190,29115
186953620000,186705963000,8087892000,2013-09-03,MarginPurchaseMoney,141276000,7698959000
11144690,11135789,414696,2013-09-03,MarginPurchase,8080,397715
418448,406608,21315,2013-09-03,ShortSale,1639,34794
186693000000,186953618000,7781934000,2013-09-04,MarginPurchaseMoney,217038000,7825514000
428982,418448,27089,2013-09-04,ShortSale,3721,41344
11135953,11144690,402599,2013-09-04,MarginPurchase,8761,402575
186178974000,186556625000,8876463000,2013-09-05,MarginPurchaseMoney,194974000,9059140000
442864,428982,29395,2013-09-05,ShortSale,1320,44597
11100058,11105150,448265,2013-09-05,MarginPurchase,8154,445203
437680,442864,34538,2013-09-06,ShortSale,1954,31308
185657047000,186173036000,8678011000,2013-09-06,MarginPurchaseMoney,225929000,8968071000
11077152,11100057,446054,2013-09-06,MarginPurchase,11319,457640
435687,437680,25951,2013-09-09,ShortSale,2100,26058
184935722000,185657206000,7806679000,2013-09-09,MarginPurchaseMoney,171330000,8356833000
11030749,11077150,377898,2013-09-09,MarginPurchase,7248,417051
184203438000,184933709000,7683043000,2013-09-10,MarginPurchaseMoney,112624000,8300690000
11005821,11030748,406979,2013-09-10,MarginPurchase,6587,425319
436837,435687,29451,2013-09-10,ShortSale,2236,32837
441191,436837,34018,2013-09-11,ShortSale,1952,40324
10977104,11005820,343499,2013-09-11,MarginPurchase,9468,362747
183949759000,184203401000,7185224000,2013-09-11,MarginPurchaseMoney,146972000,7291894000
440199,441191,34899,2013-09-12,ShortSale,3476,37383
11016524,11005609,340763,2013-09-12,MarginPurchase,8168,321680
184697406000,184246988000,7066340000,2013-09-12,MarginPurchaseMoney,141994000,6473928000
184880120000,184698183000,6277226000,2013-09-13,MarginPurchaseMoney,141337000,5953952000
438231,439806,25888,2013-09-13,ShortSale,1267,25580
10993890,11003609,290462,2013-09-13,MarginPurchase,8695,291486
431099,438665,24201,2013-09-14,ShortSale,1229,17864
184538170000,184880120000,4585295000,2013-09-14,MarginPurchaseMoney,122746000,4804499000
10994822,11007949,215935,2013-09-14,MarginPurchase,6456,222607
436146,431099,20813,2013-09-16,ShortSale,4113,29973
183659311000,184581429000,6177651000,2013-09-16,MarginPurchaseMoney,166722000,6933047000
10975835,11003663,300428,2013-09-16,MarginPurchase,7853,320403
183760902000,183803831000,5716296000,2013-09-17,MarginPurchaseMoney,180196000,5579029000
10984802,10985669,273029,2013-09-17,MarginPurchase,10052,263844
440830,436332,20480,2013-09-17,ShortSale,2250,27228
443691,440830,24525,2013-09-18,ShortSale,1507,28893
183467323000,183842641000,5847718000,2013-09-18,MarginPurchaseMoney,338794000,5884242000
10984860,10999909,304014,2013-09-18,MarginPurchase,17341,301722
183420762000,183466862000,7756275000,2013-09-23,MarginPurchaseMoney,156457000,7645918000
10991400,10984818,408270,2013-09-23,MarginPurchase,7927,393762
457740,443691,21447,2013-09-23,ShortSale,2490,37986
183160748000,183420043000,7692230000,2013-09-24,MarginPurchaseMoney,131181000,7820344000
10984414,10991330,431831,2013-09-24,MarginPurchase,8737,430010
467863,457670,25761,2013-09-24,ShortSale,1987,37941
477271,467861,25646,2013-09-25,ShortSale,2874,37930
183442626000,183159980000,7293813000,2013-09-25,MarginPurchaseMoney,179015000,6832152000
10998655,10984412,431057,2013-09-25,MarginPurchase,7907,408907
183308871000,183444372000,6901169000,2013-09-26,MarginPurchaseMoney,83623000,6953047000
471648,477271,34396,2013-09-26,ShortSale,1879,30652
10996687,10998697,398525,2013-09-26,MarginPurchase,5256,395279
490536,471628,27861,2013-09-27,ShortSale,2025,48794
183034493000,183308941000,6138592000,2013-09-27,MarginPurchaseMoney,154065000,6258975000
10978557,10996690,349618,2013-09-27,MarginPurchase,10083,357668
183439877000,183035284000,5232199000,2013-09-30,MarginPurchaseMoney,129634000,4697972000
11000464,10978568,302085,2013-09-30,MarginPurchase,6971,273218
495830,490536,33246,2013-09-30,ShortSale,2841,41381
510987,495830,24126,2013-10-01,ShortSale,4115,43398
184135049000,183439857000,6923474000,2013-10-01,MarginPurchaseMoney,130906000,6097376000
11046957,11000462,427639,2013-10-01,MarginPurchase,8916,372228
184700992000,184135035000,7900422000,2013-10-02,MarginPurchaseMoney,105088000,7229377000
518984,510987,38102,2013-10-02,ShortSale,14854,60953
11081178,11046957,478147,2013-10-02,MarginPurchase,6232,437694
11084136,11055367,580477,2013-10-03,MarginPurchase,8899,542809
516152,518984,51424,2013-10-03,ShortSale,4478,53070
184548688000,184435560000,10174375000,2013-10-03,MarginPurchaseMoney,122653000,9938594000
11119964,11070462,516053,2013-10-04,MarginPurchase,7730,458821
520291,516152,31697,2013-10-04,ShortSale,6478,42314
185180804000,184405057000,9482921000,2013-10-04,MarginPurchaseMoney,163483000,8543691000
541803,520291,32969,2013-10-07,ShortSale,9365,63846
185586991000,185176553000,9872103000,2013-10-07,MarginPurchaseMoney,165663000,9296002000
11164146,11119964,590225,2013-10-07,MarginPurchase,9629,536414
186150032000,185586818000,7804760000,2013-10-08,MarginPurchaseMoney,154749000,7086797000
521905,541796,47630,2013-10-08,ShortSale,6904,34643
11197157,11164138,478005,2013-10-08,MarginPurchase,9622,435364
185889118000,186145771000,7459386000,2013-10-09,MarginPurchaseMoney,225984000,7490055000
509788,521905,41394,2013-10-09,ShortSale,6578,35855
11187321,11197156,457579,2013-10-09,MarginPurchase,12137,455277
185680183000,185900971000,8054604000,2013-10-11,MarginPurchaseMoney,157462000,8117930000
506451,509788,41708,2013-10-11,ShortSale,5558,43929
11189465,11187319,473414,2013-10-11,MarginPurchase,7754,463514
184305011000,185667717000,7274837000,2013-10-14,MarginPurchaseMoney,226078000,8411465000
11136734,11189462,408401,2013-10-14,MarginPurchase,7381,453749
512920,506451,53086,2013-10-14,ShortSale,3633,63188
529820,512855,36197,2013-10-15,ShortSale,5256,58418
184821502000,184379289000,8282176000,2013-10-15,MarginPurchaseMoney,241408000,7598555000
11169772,11144564,446801,2013-10-15,MarginPurchase,9371,412223
543584,529818,35486,2013-10-16,ShortSale,4079,53331
185027472000,184821417000,7113275000,2013-10-16,MarginPurchaseMoney,195466000,6711754000
11170676,11169768,389196,2013-10-16,MarginPurchase,8650,379638
11158149,11139810,444375,2013-10-17,MarginPurchase,6170,419866
560335,543584,36180,2013-10-17,ShortSale,3883,56814
185147900000,184802648000,7896869000,2013-10-17,MarginPurchaseMoney,157445000,7394172000
563576,560336,36342,2013-10-18,ShortSale,4762,44344
11184324,11166473,442884,2013-10-18,MarginPurchase,6936,418097
185359815000,185214051000,8019384000,2013-10-18,MarginPurchaseMoney,126302000,7747318000
185759848000,185358022000,7747944000,2013-10-21,MarginPurchaseMoney,106339000,7239779000
554465,563563,37870,2013-10-21,ShortSale,8762,37534
11201784,11184319,396905,2013-10-21,MarginPurchase,5064,374376
11196821,11192371,350678,2013-10-22,MarginPurchase,4320,341908
542136,554465,38094,2013-10-22,ShortSale,7166,32931
185939817000,185694690000,6936525000,2013-10-22,MarginPurchaseMoney,93264000,6598134000
549740,542136,29890,2013-10-23,ShortSale,4360,41854
11197611,11196824,356143,2013-10-23,MarginPurchase,5562,349794
186348025000,185936825000,7461480000,2013-10-23,MarginPurchaseMoney,108416000,6941864000
11222721,11197609,297259,2013-10-24,MarginPurchase,3877,268270
553788,549740,34308,2013-10-24,ShortSale,2205,40561
186861690000,186343813000,6428039000,2013-10-24,MarginPurchaseMoney,93388000,5816774000
11240484,11222721,356890,2013-10-25,MarginPurchase,8766,330361
187383536000,186863787000,7617415000,2013-10-25,MarginPurchaseMoney,151818000,6945848000
542384,553788,38608,2013-10-25,ShortSale,5456,32660
542926,542384,32997,2013-10-28,ShortSale,3911,37450
11251674,11240483,329667,2013-10-28,MarginPurchase,5045,313431
187489776000,187383619000,6366393000,2013-10-28,MarginPurchaseMoney,90317000,6169919000
552989,542926,25192,2013-10-29,ShortSale,6128,41383
188336258000,187902684000,6314128000,2013-10-29,MarginPurchaseMoney,121951000,5758603000
11307906,11288283,338684,2013-10-29,MarginPurchase,5331,313730
188646225000,188336569000,7384270000,2013-10-30,MarginPurchaseMoney,94944000,6979670000
11327749,11307909,399436,2013-10-30,MarginPurchase,4973,374623
562996,552989,29773,2013-10-30,ShortSale,5091,44871
11312295,11319300,386623,2013-10-31,MarginPurchase,6820,386808
560319,562996,39790,2013-10-31,ShortSale,5118,42231
188271254000,188485568000,7104009000,2013-10-31,MarginPurchaseMoney,126896000,7191427000
568291,560319,44263,2013-11-01,ShortSale,5046,57281
187896417000,188392577000,7431415000,2013-11-01,MarginPurchaseMoney,223260000,7704315000
11294297,11322162,386576,2013-11-01,MarginPurchase,6241,408200
187478404000,187910348000,7605519000,2013-11-04,MarginPurchaseMoney,188103000,7849360000
568525,568292,50119,2013-11-04,ShortSale,7652,58004
11285238,11295303,376001,2013-11-04,MarginPurchase,3933,382133
11272028,11285236,421536,2013-11-05,MarginPurchase,5341,429403
187604392000,187478071000,9205656000,2013-11-05,MarginPurchaseMoney,191710000,8887625000
557618,568525,58317,2013-11-05,ShortSale,4133,51543
187179940000,187601454000,7061695000,2013-11-06,MarginPurchaseMoney,230297000,7252912000
583310,557618,52938,2013-11-06,ShortSale,5345,83975
11271204,11272025,399560,2013-11-06,MarginPurchase,6649,393732
187455161000,187183978000,7734787000,2013-11-07,MarginPurchaseMoney,178403000,7285201000
11305202,11271201,408267,2013-11-07,MarginPurchase,7174,367093
585605,583310,59214,2013-11-07,ShortSale,3245,64754
583358,585604,55509,2013-11-08,ShortSale,4708,57971
11283995,11305200,309085,2013-11-08,MarginPurchase,6678,323612
186933156000,187454360000,6146266000,2013-11-08,MarginPurchaseMoney,154299000,6513171000
583811,583339,63748,2013-11-11,ShortSale,2575,66795
11290532,11283994,314112,2013-11-11,MarginPurchase,5750,301824
186869350000,186928636000,5298469000,2013-11-11,MarginPurchaseMoney,159274000,5198481000
581683,583811,69447,2013-11-12,ShortSale,3741,71060
184751196000,186593873000,6277098000,2013-11-12,MarginPurchaseMoney,226855000,7892920000
11147720,11225337,333845,2013-11-12,MarginPurchase,8831,402631
571533,581683,60038,2013-11-13,ShortSale,3201,53089
11148321,11147716,261673,2013-11-13,MarginPurchase,7537,253531
184481122000,184735842000,5045856000,2013-11-13,MarginPurchaseMoney,213380000,5087196000
584448,571533,58438,2013-11-14,ShortSale,2344,73697
11179259,11147123,355465,2013-11-14,MarginPurchase,7078,316251
184729491000,184478836000,6090108000,2013-11-14,MarginPurchaseMoney,167645000,5671808000
184900598000,184727671000,6463676000,2013-11-15,MarginPurchaseMoney,116928000,6173821000
592107,584448,50521,2013-11-15,ShortSale,2821,61001
11201342,11179258,361647,2013-11-15,MarginPurchase,6584,332979
11193793,11201338,308345,2013-11-18,MarginPurchase,9106,306783
596620,592107,51205,2013-11-18,ShortSale,4493,60211
184536857000,184900442000,5648850000,2013-11-18,MarginPurchaseMoney,145377000,5867058000
184719711000,184536539000,6248464000,2013-11-19,MarginPurchaseMoney,126925000,5938367000
590920,596620,51109,2013-11-19,ShortSale,5409,50818
11226759,11193790,321547,2013-11-19,MarginPurchase,6661,281918
185575502000,184718996000,7109370000,2013-11-20,MarginPurchaseMoney,94357000,6158507000
11253656,11226756,335799,2013-11-20,MarginPurchase,4842,304056
592344,590920,42819,2013-11-20,ShortSale,3875,48118
583850,592343,53121,2013-11-21,ShortSale,2162,46790
11269886,11253655,274391,2013-11-21,MarginPurchase,7864,250296
186234400000,185575427000,5717953000,2013-11-21,MarginPurchaseMoney,139384000,4919596000
589241,583850,39586,2013-11-22,ShortSale,1806,46783
11280307,11269885,264414,2013-11-22,MarginPurchase,14983,239010
186060139000,186241651000,5051131000,2013-11-22,MarginPurchaseMoney,267300000,4965343000
186300360000,186500289000,5297945000,2013-11-25,MarginPurchaseMoney,199697000,5298177000
11340584,11324285,324011,2013-11-25,MarginPurchase,5966,301746
592687,589241,39692,2013-11-25,ShortSale,2333,45471
598769,592687,49674,2013-11-26,ShortSale,3288,59044
186301734000,186302252000,6184716000,2013-11-26,MarginPurchaseMoney,127746000,6057488000
11380515,11341453,377929,2013-11-26,MarginPurchase,6327,332540
